Container,Image,Name,Type,Chance,Rarity,Min Ammo,Max Ammo
Ground cache,,Humpback salmon,Food,,Common,,
Ground cache,,Can of green peas,Food,,Common,,
Ground cache,,Can of beef stew,Food,,Common,,
Ground cache,,Squash spread,Food,,Common,,
Ground cache,,Pack of oat flakes,Food,,Rare,,
Ground cache,,Can of herring,Food,,Common,,
Ground cache,,Can of delicious beef stew,Food,,Common,,
Ground cache,,Alyonka chocolate bar,Food,,Common,,
Ground cache,,Emelya rye croutons,Food,,Common,,
Ground cache,,Iskra lunch box,Food,,Common,,
Ground cache,,MRE lunch box,Food,,Rare,,
Ground cache,,Pack of sugar,Food,,Rare,,
Ground cache,,Jar of DevilDog mayo,Food,,Super Rare,,
Ground cache,,Can of sprats,Food,,Rare,,
Ground cache,,Metal fuel tank,Fuel,,Common,,
Ground cache,,Expeditionary fuel tank,Fuel,,Rare,,
Ground cache,,Toothpaste,Household Goods,,Common,,
Ground cache,,Printer paper,Household Goods,,Common,,
Ground cache,,Ox bleach,Household Goods,,Rare,,
Ground cache,,Clin wiper,Household Goods,,Rare,,
Ground cache,,Paid AntiRoach,Household Goods,,Rare,,
Ground cache,,Sodium bicarbonate,Household Goods,,Common,,
Ground cache,,Heat-exchange alkali surface washer,Household Goods,,Rare,,
Ground cache,,Deadlyslob's beard oil,Household Goods,,Super Rare,,
Ground cache,,Soap,Household Goods,,Common,,
Ground cache,,Toilet paper,Household Goods,,Rare,,
Ground cache,,Schaman shampoo,Household Goods,,Common,,
Ground cache,,Ortodontox toothpaste,Household Goods,,Common,,
Ground cache,,SAS drive,Info,,Super Rare,,
Ground cache,,SSD drive,Info,,Rare,,
Ground cache,,Secure Flash drive,Info,,Super Rare,,
Ground cache,,Technical documentation,Info,,Super Rare,,
Ground cache,,Diary,Info,,Super Rare,,
Ground cache,,Slim diary,Info,,Super Rare,,
Ground cache,,Folder with intelligence,Info,,Super Rare,,
Ground cache,,Chainlet,Jewelry,,Rare,,
Ground cache,,Golden neck chain,Jewelry,,Rare,,
Ground cache,,Horse figurine,Jewelry,,Rare,,
Ground cache,,Antique teapot,Jewelry,,Super Rare,,
Ground cache,,Antique vase,Jewelry,,Super Rare,,
Ground cache,,Bronze lion,Jewelry,,Super Rare,,
Ground cache,,Wooden clock,Jewelry,,Super Rare,,
Ground cache,,Cat figurine,Jewelry,,Super Rare,,
Ground cache,,Roler submariner gold wrist watch,Jewelry,,Super Rare,,
Ground cache,,Physical bitcoin,Jewelry,,Super Rare,,
Ground cache,,Golden rooster,Jewelry,,Super Rare,,
Ground cache,,Silver Badge,Jewelry,,Super Rare,,
Ground cache,,Chain with Prokill medallion,Jewelry,,Super Rare,,
Ground cache,,Gold skull ring,Jewelry,,Super Rare,,
Ground cache,,GP coin,Jewelry,,Super Rare,,
Ground cache,,Crickent lighter,Lubricant,,Common,,
Ground cache,,Zibbo lighter,Lubricant,,Rare,,
Ground cache,,Classic matches,Lubricant,,Common,,
Ground cache,,Dry fuel,Lubricant,,Rare,,
Ground cache,,WD-40 100ml.,Lubricant,,Rare,,
Ground cache,,WD-40 400ml,Lubricant,,Super Rare,,
Ground cache,,5L propane tank,Lubricant,,Rare,,
Ground cache,,Fuel conditioner,Lubricant,,Super Rare,,
Ground cache,,FireKlean gun lube,Lubricant,,Super Rare,,
Ground cache,,Special Sniper Rifle VSS Vintorez,Marksman Rifle,,Super Rare,,
Ground cache,,Remington R11 RSASS 7.62x51,Marksman Rifle,,Super Rare,,
Ground cache,,Springfield Armory M1A 7.62x51,Marksman Rifle,,Super Rare,,
Ground cache,,SVDS 7.62x54 Sniper rifle,Marksman Rifle,,Super Rare,,
Ground cache,,Aseptic bandage,Medical,,Common,,
Ground cache,,Immobilizing splint,Medical,,Common,,
Ground cache,,Army bandage,Medical,,Rare,,
Ground cache,,Immobilizing splint (alu),Medical,,Super Rare,,
Ground cache,,CMS kit,Medical,,Super Rare,,
Ground cache,,Surv12 field surgical kit,Medical,,Super Rare,,
Ground cache,,Saline solution,Medical Supplies,,Rare,,
Ground cache,,Hydrogen peroxide,Medical Supplies,,Rare,,
Ground cache,,Ophthalmoscope,Medical Supplies,,Super Rare,,
Ground cache,,Medical bloodset,Medical Supplies,,Rare,,
Ground cache,,Portable defibrillator,Medical Supplies,,Super Rare,,
Ground cache,,LEDX Skin Transilluminator,Medical Supplies,,Super Rare,,
Ground cache,,Pile of meds,Medical Supplies,,Rare,,
Ground cache,,Disposable syringe,Medical Supplies,,Common,,
Ground cache,,Salewa FIRST AID KIT,Med Kit,,Rare,,
Ground cache,,AI-2 medikit,Med Kit,,Common,,
Ground cache,,Grizzly First Aid Kit,Med Kit,,Super Rare,,
Ground cache,,Car first aid kit,Med Kit,,Common,,
Ground cache,,IFAK personal tactical first aid kit,Med Kit,,Super Rare,,
Ground cache,,Roubles,Money,,Common,,
Ground cache,,Dollars,Money,,Rare,,
Ground cache,,Euros,Money,,Super Rare,,
Ground cache,,Apollon Soyuz cigarettes,Other,,Common,,
Ground cache,,Malboro Cigarettes,Other,,Common,,
Ground cache,,Wilston cigarettes,Other,,Common,,
Ground cache,,Strike Cigarettes,Other,,Common,,
Ground cache,,Air filter for gas mask,Other,,Rare,,
Ground cache,,"Gunpowder ""Kite""",Other,,Rare,,
Ground cache,,Coffee Majaica,Other,,Rare,,
Ground cache,,42nd Signature Blend English Tea,Other,,Super Rare,,
Ground cache,,Battered antique Book,Other,,Super Rare,,
Ground cache,,Paracord,Other,,Super Rare,,
Ground cache,,OFZ 30x160mm shell,Other,,Rare,,
Ground cache,,FP-100 filter absorber,Other,,Super Rare,,
Ground cache,,Water filter,Other,,Rare,,
Ground cache,,Weapon parts,Other,,Rare,,
Ground cache,,"Gunpowder ""Eagle""",Other,,Rare,,
Ground cache,,"Gunpowder ""Hawk""",Other,,Super Rare,,
Ground cache,,PM 9x18PM pistol,Pistol,,Common,,
Ground cache,,P226R 9x19 pistol,Pistol,,Rare,,
Ground cache,,PB 9x18PM silenced pistol,Pistol,,Super Rare,,
Ground cache,,TT pistol 7.62x25 TT,Pistol,,Common,,
Ground cache,,Yarygin MP-443 Grach 9x19 pistol,Pistol,,Common,,
Ground cache,,9x21 Serdyukov automatic pistol SR1MP Gyurza,Pistol,,Super Rare,,
Ground cache,,Stechkin Automatic Pistol 9x18PM,Pistol,,Rare,,
Ground cache,,GLOCK 17 9x19 pistol,Pistol,,Rare,,
Ground cache,,Silenced Stechkin Automatic Pistol 9x18PM,Pistol,,Super Rare,,
Ground cache,,GLOCK 18C 9x19 pistol,Pistol,,Super Rare,,
Ground cache,,Beretta M9A3 9x19 pistol,Pistol,,Rare,,
Ground cache,,FN Five-seveN MK2 FDE Frame 5.7x28 pistol,Pistol,,Super Rare,,
Ground cache,,MP-133 12ga shotgun,Shotgun,,Common,,
Ground cache,,MP-153 12ga semi-automatic shotgun,Shotgun,,Rare,,
Ground cache,,Saiga 12ga ver. 10 12/76 shotgun,Shotgun,,Rare,,
Ground cache,,TOZ-106 bolt-action shotgun,Shotgun,,Common,,
Ground cache,,Remington Model 870 12ga shotgun,Shotgun,,Rare,,
Ground cache,,PP-91 Kedr 9x18PM SMG,Smg,,Common,,
Ground cache,,PP-91-01 Kedr-B 9x18PM SMG,Smg,,Rare,,
Ground cache,,PP-9 Klin 9x18PMM SMG,Smg,,Rare,,
Ground cache,,SIG MPX 9x19 Submachine gun,Smg,,Rare,,
Ground cache,,HK MP5 9x19 submachinegun (Navy 3 Round Burst),Smg,,Rare,,
Ground cache,,Submachinegun 19-01 Vityaz-SN 9x19,Smg,,Rare,,
Ground cache,,Saiga-9 9x19 Carbine,Smg,,Common,,
Ground cache,,HK MP7A2 4.6x30 submachinegun,Smg,,Super Rare,,
Ground cache,,FN P90 5.7x28 submachinegun,Smg,,Super Rare,,
Ground cache,,HK MP5 Kurz 9x19 submachinegun,Smg,,Rare,,
Ground cache,,B&T MP9-N 9x19 Submachinegun,Smg,,Super Rare,,
Ground cache,,SV-98 bolt-action sniper rifle,Sniper Rifle,,Rare,,
Ground cache,,DVL-10 Saboteur sniper rifle,Sniper Rifle,,Super Rare,,
Ground cache,,Mosin bolt-action sniper rifle,Sniper Rifle,,Common,,
Ground cache,,Mosin bolt-action infantry rifle,Sniper Rifle,,Common,,
Ground cache,,Remington Model 700 Sniper rifle,Sniper Rifle,,Super Rare,,
Ground cache,,Propital,Stimulator,,Super Rare,,
Ground cache,,Combat stimulant injector SJ1 TGLabs,Stimulator,,Super Rare,,
Ground cache,,Combat stimulant injector SJ6 TGLabs,Stimulator,,Super Rare,,
Ground cache,,Hemostatic drug Zagustin,Stimulator,,Super Rare,,
Ground cache,,Regenerative stimulant injector eTG-change,Stimulator,,Super Rare,,
Ground cache,,Adrenaline injector,Stimulator,,Super Rare,,
Ground cache,,RGD-5 hand grenade,Thrown Weapon,,Rare,,
Ground cache,,F-1 Hand grenade,Thrown Weapon,,Super Rare,,
Ground cache,,M67 Hand grenade,Thrown Weapon,,Rare,,
Ground cache,,Zarya stun grenade,Thrown Weapon,,Rare,,
Ground cache,,RDG-2B Smoke grenade,Thrown Weapon,,Rare,,
Ground cache,,Pliers,Tool,,Rare,,
Ground cache,,Construction measuring tape,Tool,,Rare,,
Ground cache,,Screwdriver,Tool,,Rare,,
Ground cache,,A set of tools,Tool,,Super Rare,,
Ground cache,,Wrench,Tool,,Rare,,
Ground cache,,Pliers Elite,Tool,,Rare,,
Ground cache,,Old firesteel,Tool,,Super Rare,,
Ground cache,,Handdrill,Tool,,Rare,,
Ground cache,,Round pliers,Tool,,Rare,,
Ground cache,,Metal cutting scissors,Tool,,Rare,,
Ground cache,,Nippers,Tool,,Rare,,
Ground cache,,Long flat screwdriver,Tool,,Rare,,
Ground cache,,Flat screwdriver,Tool,,Common,,
Buried barrel cache,,12x70 7mm Buckshot,Ammo,,Common,,
Buried barrel cache,,7.62x39 mm PS,Ammo,,Common,,
Buried barrel cache,,40 mm VOG-25,Ammo,,Common,,
Buried barrel cache,,5.45x39 mm FMJ,Ammo,,Common,,
Buried barrel cache,,5.45x39 mm PP,Ammo,,Common,,
Buried barrel cache,,5.45x39 mm PRS,Ammo,,Common,,
Buried barrel cache,,5.45x39 mm PS,Ammo,,Common,,
Buried barrel cache,,5.45x39 mm T,Ammo,,Common,,
Buried barrel cache,,7.62x25mm TT FMJ43,Ammo,,Common,,
Buried barrel cache,,7.62x25mm TT LRN,Ammo,,Common,,
Buried barrel cache,,9x18 mm PM 9 BZT gzh,Ammo,,Common,,
Buried barrel cache,,12x70 Led slug,Ammo,,Common,,
Buried barrel cache,,7.62x39 mm HP,Ammo,,Common,,
Buried barrel cache,,.366 TKM FMJ,Ammo,,Common,,
Buried barrel cache,,.366 TKM Geksa,Ammo,,Common,,
Buried barrel cache,,5.56x45 mm 55 FMJ,Ammo,,Common,,
Buried barrel cache,,5.56x45 mm 55 HP,Ammo,,Common,,
Buried barrel cache,,20x70 7.5mm Buckshot,Ammo,,Common,,
Buried barrel cache,,5.56x45 mm M855,Ammo,,Rare,,
Buried barrel cache,,5.45x39 mm HP,Ammo,,Rare,,
Buried barrel cache,,5.45x39 mm SP,Ammo,,Rare,,
Buried barrel cache,,5.45x39 mm US,Ammo,,Rare,,
Buried barrel cache,,9x18 mm PM PBM,Ammo,,Rare,,
Buried barrel cache,,9x18 mm PM PPT gzh,Ammo,,Rare,,
Buried barrel cache,,9x18 mm PM PSV,Ammo,,Rare,,
Buried barrel cache,,9x39 mm SP-6,Ammo,,Rare,,
Buried barrel cache,,7.62x54R LPS Gzh,Ammo,,Rare,,
Buried barrel cache,,7.62x51 mm M80,Ammo,,Rare,,
Buried barrel cache,,7.62x39 mm US,Ammo,,Rare,,
Buried barrel cache,,.366 TKM EKO,Ammo,,Rare,,
Buried barrel cache,,5.56x45 mm M856,Ammo,,Rare,,
Buried barrel cache,,7.62x54R 7N1 Sniper cartridge,Ammo,,Rare,,
Buried barrel cache,,9x21 mm SP10,Ammo,,Rare,,
Buried barrel cache,,7.62x51 mm M62,Ammo,,Rare,,
Buried barrel cache,,4.6x30mm FMJ SX,Ammo,,Rare,,
Buried barrel cache,,5.56x45 mm M855A1,Ammo,,Super Rare,,
Buried barrel cache,,7.62x54R SNB,Ammo,,Super Rare,,
Buried barrel cache,,5.45x39 mm BP,Ammo,,Super Rare,,
Buried barrel cache,,5.45x39 mm BS,Ammo,,Super Rare,,
Buried barrel cache,,5.45x39 mm BT,Ammo,,Super Rare,,
Buried barrel cache,,9x18 mm PM SP7 gzh,Ammo,,Super Rare,,
Buried barrel cache,,9x18 mm PM SP8 gzh,Ammo,,Super Rare,,
Buried barrel cache,,7.62x39 mm BP,Ammo,,Super Rare,,
Buried barrel cache,,5.56x45 mm M856A1,Ammo,,Super Rare,,
Buried barrel cache,,5.56x45 mm M995,Ammo,,Super Rare,,
Buried barrel cache,,5.56x45 mm Mk 255 Mod 0,Ammo,,Super Rare,,
Buried barrel cache,,9x21 mm SP12,Ammo,,Super Rare,,
Buried barrel cache,,9x21 mm SP13,Ammo,,Super Rare,,
Buried barrel cache,,9x19 mm Luger CCI,Ammo,,Super Rare,,
Buried barrel cache,,7.62x51 mm M61,Ammo,,Super Rare,,
Buried barrel cache,,4.6x30mm AP SX,Ammo,,Super Rare,,
Buried barrel cache,,9x39 mm 7N12 BP,Ammo,,Super Rare,,
Buried barrel cache,,12/70 AP-20 Slug,Ammo,,Super Rare,,
Buried barrel cache,,12x70 shell with .50 BMG bullet,Ammo,,Super Rare,,
Buried barrel cache,,5.56x45 M193 Ball ammo,Ammo Box,,Common,,
Buried barrel cache,,16 pcs. 9x18 PM BZHT gzh ammo box,Ammo Box,,Common,,
Buried barrel cache,,16 pcs. 9x18 PM Ppe gzh ammo box,Ammo Box,,Common,,
Buried barrel cache,,16 pcs. 9x18 PM Pst gzh ammo box,Ammo Box,,Common,,
Buried barrel cache,,30 pcs. 5.45x39 PP gs ammo pack,Ammo Box,,Common,,
Buried barrel cache,,30 pcs. 5.45x39 PS gs ammo pack,Ammo Box,,Common,,
Buried barrel cache,,120 pcs. 5.45x39 US gs ammo pack (damaged),Ammo Box,,Common,,
Buried barrel cache,,16 pcs. 9x19 Pst Gzh ammo box,Ammo Box,,Common,,
Buried barrel cache,,7.62x54 R SNB ammo,Ammo Box,,Rare,,
Buried barrel cache,,7.62x39 PS ammo package,Ammo Box,,Rare,,
Buried barrel cache,,16 pcs. 9x18 PM PBM ammo box,Ammo Box,,Rare,,
Buried barrel cache,,16 pcs. 9x18 PM PMM ammo box,Ammo Box,,Rare,,
Buried barrel cache,,30 pcs. 5.45x39 BS gs ammo pack,Ammo Box,,Rare,,
Buried barrel cache,,120 pcs. 5.45x39 BT gs ammo pack,Ammo Box,,Rare,,
Buried barrel cache,,30 pcs. 5.45x39 BT gs ammo pack,Ammo Box,,Rare,,
Buried barrel cache,,120 pcs. 5.45x39 PRS gs ammo pack,Ammo Box,,Rare,,
Buried barrel cache,,30 pcs. 5.45x39 PRS gs ammo pack,Ammo Box,,Rare,,
Buried barrel cache,,16 pcs. 9x18 PM SP7 gzh ammo box,Ammo Box,,Super Rare,,
Buried barrel cache,,16 pcs. 9x18 PM SP8 gzh ammo box,Ammo Box,,Super Rare,,
Buried barrel cache,,120 pcs. 5.45x39 BP gs ammo pack,Ammo Box,,Super Rare,,
Buried barrel cache,,120 pcs. 5.45x39 PP gs ammo pack,Ammo Box,,Super Rare,,
Buried barrel cache,,20 pcs pack 5.56x45 Warmage ammo,Ammo Box,,Super Rare,,
Buried barrel cache,,20 pcs. 9x19 mm DIPP ammo box,Ammo Box,,Super Rare,,
Buried barrel cache,,5 pcs. 12x70 DIPP ammo box,Ammo Box,,Super Rare,,
Buried barrel cache,,8 pcs pack of 9x39 7N12 BP ammo,Ammo Box,,Super Rare,,
Buried barrel cache,,8 pcs pack of 9x39 7N9 SPP ammo,Ammo Box,,Super Rare,,
Buried barrel cache,,30 pcs. 5.45x39 7N39 ammo pack,Ammo Box,,Super Rare,,
Buried barrel cache,,Simonov Semi-Automatic Carbine SKS 7.62x39,Assault Carbine,,Rare,,
Buried barrel cache,,Simonov Semi-Automatic Carbine SKS 7.62x39 Hunting Rifle Version,Assault Carbine,,Rare,,
Buried barrel cache,,Vepr Hunter/VPO-101 7.62x51 carbine,Assault Carbine,,Rare,,
Buried barrel cache,,AS VAL,Assault Carbine,,Super Rare,,
Buried barrel cache,,Colt M4A1 5.56x45 Assault Rifle,Assault Rifle,,Rare,,
Buried barrel cache,,AK-74N 5.45x39 assault rifle,Assault Rifle,,Rare,,
Buried barrel cache,,Kalashnikov AKS-74U 5.45x39,Assault Rifle,,Rare,,
Buried barrel cache,,Kalashnikov AKS-74UN 5.45x39,Assault Rifle,,Rare,,
Buried barrel cache,,Kalashnikov AKS-74UB 5.45x39,Assault Rifle,,Rare,,
Buried barrel cache,,AKM 7.62x39 assault rifle,Assault Rifle,,Rare,,
Buried barrel cache,,Vepr KM / VPO-136 7.62x39 carbine,Assault Rifle,,Rare,,
Buried barrel cache,,Vepr AKM / VPO-209 366TKM carbine,Assault Rifle,,Rare,,
Buried barrel cache,,AKMS 7.62x39 assault rifle,Assault Rifle,,Rare,,
Buried barrel cache,,AKS-74N 5.45x39 assault rifle,Assault Rifle,,Rare,,
Buried barrel cache,,AKMSN 7.62x39 assault rifle,Assault Rifle,,Rare,,
Buried barrel cache,,AK-74M 5.45x39 assault rifle,Assault Rifle,,Rare,,
Buried barrel cache,,AK-103 7.62x39 assault rifle,Assault Rifle,,Rare,,
Buried barrel cache,,AK-104 7.62x39 assault rifle,Assault Rifle,,Rare,,
Buried barrel cache,,AK-105 5.45x39 assault rifle,Assault Rifle,,Rare,,
Buried barrel cache,,AKS-74 5.45x39 assault rifle,Assault Rifle,,Rare,,
Buried barrel cache,,ADAR 2-15 .223 Carbine,Assault Rifle,,Rare,,
Buried barrel cache,,AKMN 7.62x39 assault rifle,Assault Rifle,,Super Rare,,
Buried barrel cache,,DS Arms SA-58 7.62x51,Assault Rifle,,Super Rare,,
Buried barrel cache,,HK 416A5 5.56x45 Assault Rifle,Assault Rifle,,Super Rare,,
Buried barrel cache,,DT MDR 5.56x45 Assault Rifle,Assault Rifle,,Super Rare,,
Buried barrel cache,,Lone Star TX-15 DML Rifle,Assault Rifle,,Super Rare,,
Buried barrel cache,,AA Battery,Battery,,Common,,
Buried barrel cache,,D Size Battery,Battery,,Common,,
Buried barrel cache,,Car battery,Battery,,Rare,,
Buried barrel cache,,Rechargeable battery,Battery,,Rare,,
Buried barrel cache,,Powerbank,Battery,,Rare,,
Buried barrel cache,,6-STEN-140-M military battery,Battery,,Super Rare,,
Buried barrel cache,,Duct tape,Building Material,,Common,,
Buried barrel cache,,Bolts,Building Material,,Common,,
Buried barrel cache,,Screw nut,Building Material,,Common,,
Buried barrel cache,,A pack of nails,Building Material,,Common,,
Buried barrel cache,,A pack of screws,Building Material,,Common,,
Buried barrel cache,,Insulating tape,Building Material,,Rare,,
Buried barrel cache,,Corrugated hose,Building Material,,Rare,,
Buried barrel cache,,Piece of plexiglas,Building Material,,Rare,,
Buried barrel cache,,Silicone tube,Building Material,,Rare,,
Buried barrel cache,,Xenomorph sealing foam,Building Material,,Super Rare,,
Buried barrel cache,,Shustrilo sealing foam,Building Material,,Super Rare,,
Buried barrel cache,,Pressure gauge,Building Material,,Super Rare,,
Buried barrel cache,,Analog thermometer,Building Material,,Super Rare,,
Buried barrel cache,,0.6L water bottle,Drink,,Common,,
Buried barrel cache,,Green Ice,Drink,,Common,,
Buried barrel cache,,Vita juice,Drink,,Common,,
Buried barrel cache,,Max energy,Drink,,Common,,
Buried barrel cache,,TarCola,Drink,,Common,,
Buried barrel cache,,Russian Army pineapple juice,Drink,,Rare,,
Buried barrel cache,,Apple juice,Drink,,Rare,,
Buried barrel cache,,Grand juice,Drink,,Rare,,
Buried barrel cache,,Pack of milk,Drink,,Rare,,
Buried barrel cache,,Hot Rod,Drink,,Rare,,
Buried barrel cache,,Bottle of vodka Tarkovskaya,Drink,,Rare,,
Buried barrel cache,,Water bottle with a filter Aquamari,Drink,,Super Rare,,
Buried barrel cache,,Bottle of Dan Jackiel Whiskey,Drink,,Super Rare,,
Buried barrel cache,,Analgin painkillers,Drugs,,Common,,
Buried barrel cache,,Morphine injector,Drugs,,Rare,,
Buried barrel cache,,Golden Star Balm,Drugs,,Super Rare,,
Buried barrel cache,,Vaseline,Drugs,,Super Rare,,
Buried barrel cache,,Augmentin antibiotic pills,Drugs,,Super Rare,,
Buried barrel cache,,Ibuprofen painkillers,Drugs,,Super Rare,,
Buried barrel cache,,Wires,Electronics,,Common,,
Buried barrel cache,,Capacitors,Electronics,,Common,,
Buried barrel cache,,Light bulb,Electronics,,Common,,
Buried barrel cache,,CPU Fan,Electronics,,Rare,,
Buried barrel cache,,PC CPU,Electronics,,Rare,,
Buried barrel cache,,DVD drive,Electronics,,Rare,,
Buried barrel cache,,RAM,Electronics,,Rare,,
Buried barrel cache,,Power supply unit,Electronics,,Rare,,
Buried barrel cache,,Graphics card,Electronics,,Rare,,
Buried barrel cache,,T-Shaped Plug,Electronics,,Rare,,
Buried barrel cache,,USB Adapter,Electronics,,Rare,,
Buried barrel cache,,Damaged hard drive,Electronics,,Rare,,
Buried barrel cache,,Printed circuit board,Electronics,,Rare,,
Buried barrel cache,,Spark plug,Electronics,,Rare,,
Buried barrel cache,,Energy-saving lamp,Electronics,,Rare,,
Buried barrel cache,,Powercord,Electronics,,Rare,,
Buried barrel cache,,Tetriz portable game,Electronics,,Rare,,
Buried barrel cache,,Electric motor,Electronics,,Rare,,
Buried barrel cache,,Working LCD,Electronics,,Rare,,
Buried barrel cache,,Broken LCD,Electronics,,Rare,,
Buried barrel cache,,Phase control relay,Electronics,,Rare,,
Buried barrel cache,,Radiator helix,Electronics,,Rare,,
Buried barrel cache,,Geiger-Muller counter,Electronics,,Super Rare,,
Buried barrel cache,,Broken GPhone,Electronics,,Super Rare,,
Buried barrel cache,,Magnet,Electronics,,Super Rare,,
Buried barrel cache,,Ultraviolet lamp,Electronics,,Super Rare,,
Buried barrel cache,,Gas analyzer,Electronics,,Super Rare,,
Buried barrel cache,,Electric drill,Electronics,,Super Rare,,
Buried barrel cache,,Golden 1GPhone,Electronics,,Super Rare,,
Buried barrel cache,,Military COFDM wireless Signal Transmitter,Electronics,,Super Rare,,
Buried barrel cache,,UHF RFID Reader,Electronics,,Super Rare,,
Buried barrel cache,,VPX Flash Storage Module,Electronics,,Super Rare,,
Buried barrel cache,,Virtex programmable processor,Electronics,,Super Rare,,
Buried barrel cache,,Broken GPhone X,Electronics,,Super Rare,,
Buried barrel cache,,Military cable,Electronics,,Super Rare,,
Buried barrel cache,,Military circuit board,Electronics,,Super Rare,,
Buried barrel cache,,Phased array element,Electronics,,Super Rare,,
Buried barrel cache,,Military thermal vision module Iridium,Electronics,,Super Rare,,
Buried barrel cache,,Military gyrotachometer,Electronics,,Super Rare,,
Buried barrel cache,,Military power filter,Electronics,,Super Rare,,
Buried barrel cache,,NIXXOR lens,Electronics,,Super Rare,,
Buried barrel cache,,Army Crackers,Food,,Common,,
Buried barrel cache,,Slickers bar,Food,,Common,,
Buried barrel cache,,Can of pacific saury,Food,,Common,,
Buried barrel cache,,Rye croutons,Food,,Common,,
Buried barrel cache,,Humpback salmon,Food,,Common,,
Buried barrel cache,,Can of green peas,Food,,Common,,
Buried barrel cache,,Can of beef stew,Food,,Common,,
Buried barrel cache,,Squash spread,Food,,Common,,
Buried barrel cache,,Can of herring,Food,,Common,,
Buried barrel cache,,Can of delicious beef stew,Food,,Common,,
Buried barrel cache,,Alyonka chocolate bar,Food,,Common,,
Buried barrel cache,,Emelya rye croutons,Food,,Common,,
Buried barrel cache,,Iskra lunch box,Food,,Common,,
Buried barrel cache,,Condensed milk,Food,,Rare,,
Buried barrel cache,,Pack of oat flakes,Food,,Rare,,
Buried barrel cache,,MRE lunch box,Food,,Rare,,
Buried barrel cache,,Pack of sugar,Food,,Rare,,
Buried barrel cache,,Can of sprats,Food,,Rare,,
Buried barrel cache,,Jar of DevilDog mayo,Food,,Super Rare,,
Buried barrel cache,,Metal fuel tank,Fuel,,Common,,
Buried barrel cache,,Expeditionary fuel tank,Fuel,,Rare,,
Buried barrel cache,,Toothpaste,Household Goods,,Common,,
Buried barrel cache,,Printer paper,Household Goods,,Common,,
Buried barrel cache,,Sodium bicarbonate,Household Goods,,Common,,
Buried barrel cache,,Soap,Household Goods,,Common,,
Buried barrel cache,,Schaman shampoo,Household Goods,,Common,,
Buried barrel cache,,Ortodontox toothpaste,Household Goods,,Common,,
Buried barrel cache,,Ox bleach,Household Goods,,Rare,,
Buried barrel cache,,Clin wiper,Household Goods,,Rare,,
Buried barrel cache,,Paid AntiRoach,Household Goods,,Rare,,
Buried barrel cache,,Heat-exchange alkali surface washer,Household Goods,,Rare,,
Buried barrel cache,,Toilet paper,Household Goods,,Rare,,
Buried barrel cache,,Deadlyslob's beard oil,Household Goods,,Super Rare,,
Buried barrel cache,,Chainlet,Jewelry,,Rare,,
Buried barrel cache,,Golden neck chain,Jewelry,,Rare,,
Buried barrel cache,,Horse figurine,Jewelry,,Rare,,
Buried barrel cache,,Antique teapot,Jewelry,,Super Rare,,
Buried barrel cache,,Antique vase,Jewelry,,Super Rare,,
Buried barrel cache,,Bronze lion,Jewelry,,Super Rare,,
Buried barrel cache,,Wooden clock,Jewelry,,Super Rare,,
Buried barrel cache,,Cat figurine,Jewelry,,Super Rare,,
Buried barrel cache,,Roler submariner gold wrist watch,Jewelry,,Super Rare,,
Buried barrel cache,,Physical bitcoin,Jewelry,,Super Rare,,
Buried barrel cache,,Golden rooster,Jewelry,,Super Rare,,
Buried barrel cache,,Silver Badge,Jewelry,,Super Rare,,
Buried barrel cache,,Chain with Prokill medallion,Jewelry,,Super Rare,,
Buried barrel cache,,Gold skull ring,Jewelry,,Super Rare,,
Buried barrel cache,,GP coin,Jewelry,,Super Rare,,
Buried barrel cache,,Crickent lighter,Lubricant,,Common,,
Buried barrel cache,,Classic matches,Lubricant,,Common,,
Buried barrel cache,,Zibbo lighter,Lubricant,,Rare,,
Buried barrel cache,,Dry fuel,Lubricant,,Rare,,
Buried barrel cache,,WD-40 100ml.,Lubricant,,Rare,,
Buried barrel cache,,5L propane tank,Lubricant,,Rare,,
Buried barrel cache,,WD-40 400ml,Lubricant,,Super Rare,,
Buried barrel cache,,Fuel conditioner,Lubricant,,Super Rare,,
Buried barrel cache,,FireKlean gun lube,Lubricant,,Super Rare,,
Buried barrel cache,,Special Sniper Rifle VSS Vintorez,Marksman Rifle,,Super Rare,,
Buried barrel cache,,Remington R11 RSASS 7.62x51,Marksman Rifle,,Super Rare,,
Buried barrel cache,,Springfield Armory M1A 7.62x51,Marksman Rifle,,Super Rare,,
Buried barrel cache,,SVDS 7.62x54 Sniper rifle,Marksman Rifle,,Super Rare,,
Buried barrel cache,,Aseptic bandage,Medical,,Common,,
Buried barrel cache,,Immobilizing splint,Medical,,Common,,
Buried barrel cache,,Army bandage,Medical,,Rare,,
Buried barrel cache,,Immobilizing splint (alu),Medical,,Super Rare,,
Buried barrel cache,,CMS kit,Medical,,Super Rare,,
Buried barrel cache,,Surv12 field surgical kit,Medical,,Super Rare,,
Buried barrel cache,,Disposable syringe,Medical Supplies,,Common,,
Buried barrel cache,,Saline solution,Medical Supplies,,Rare,,
Buried barrel cache,,Hydrogen peroxide,Medical Supplies,,Rare,,
Buried barrel cache,,Medical bloodset,Medical Supplies,,Rare,,
Buried barrel cache,,Pile of meds,Medical Supplies,,Rare,,
Buried barrel cache,,Ophthalmoscope,Medical Supplies,,Super Rare,,
